Date,AGG,MSCI
2020-01-31,0.271146684885025,0.728853315114975
2020-02-29,0.3510269224643707,0.6489730775356293
2020-03-31,0.32832011580467224,0.6716798841953278
2020-04-30,0.6603279113769531,0.3396720886230469
2020-05-31,0.5681471824645996,0.4318528175354004
2020-06-30,0.7813616394996643,0.2186383605003357
2020-07-31,0.3549279272556305,0.6450720727443695
2020-08-31,0.27200692892074585,0.7279930710792542
2020-09-30,0.6768476963043213,0.3231523036956787
2020-10-31,0.37428566813468933,0.6257143318653107
2020-11-30,0.7325340509414673,0.2674659490585327
2020-12-31,0.26003894209861755,0.7399610579013824
2021-01-31,0.6955678462982178,0.3044321537017822
2021-02-28,0.7113142609596252,0.28868573904037476
2021-03-31,0.9341079592704773,0.0658920407295227
2021-04-30,0.25604507327079773,0.7439549267292023
2021-05-31,0.6123813390731812,0.38761866092681885
2021-06-30,0.6013526320457458,0.39864736795425415
2021-07-31,0.1575942188501358,0.8424057811498642
2021-08-31,0.7878968119621277,0.21210318803787231
2021-09-30,0.5123611688613892,0.48763883113861084
2021-10-31,0.30394482612609863,0.6960551738739014
2021-11-30,0.5746534466743469,0.4253465533256531
2021-12-31,0.24764880537986755,0.7523511946201324
2022-01-31,0.16701489686965942,0.8329851031303406
2022-02-28,0.2544378638267517,0.7455621361732483
2022-03-31,0.20476068556308746,0.7952393144369125
2022-04-30,0.5674828290939331,0.4325171709060669
2022-05-31,0.6301982402801514,0.36980175971984863
2022-06-30,0.7164334058761597,0.28356659412384033
2022-07-31,0.10582287609577179,0.8941771239042282
2022-08-31,0.34586721658706665,0.6541327834129333
2022-09-30,0.28920841217041016,0.7107915878295898
2022-10-31,0.46453195810317993,0.5354680418968201
2022-11-30,0.5846421718597412,0.4153578281402588
2022-12-31,0.33920902013778687,0.6607909798622131
2023-01-31,0.18704208731651306,0.8129579126834869
2023-02-28,0.4178113043308258,0.5821886956691742
2023-03-31,0.2163313776254654,0.7836686223745346
2023-04-30,0.3846847116947174,0.6153152883052826
2023-05-31,0.6767407059669495,0.32325929403305054
2023-06-30,0.25055527687072754,0.7494447231292725
2023-07-31,0.6706892848014832,0.32931071519851685
2023-08-31,0.44663625955581665,0.5533637404441833
2023-09-30,0.4219997525215149,0.5780002474784851
2023-10-31,0.8785085678100586,0.1214914321899414
2023-11-30,0.7241190671920776,0.27588093280792236
2023-12-31,0.6108236312866211,0.3891763687133789
2024-01-31,0.4312685430049896,0.5687314569950104
2024-02-29,0.2594928741455078,0.7405071258544922
2024-03-31,0.737747073173523,0.26225292682647705
2024-04-30,0.3913803994655609,0.6086196005344391
2024-05-31,0.8531578779220581,0.1468421220779419
2024-06-30,0.635260820388794,0.36473917961120605
2024-07-31,0.5463033318519592,0.45369666814804077
2024-08-31,0.07240407168865204,0.927595928311348
2024-09-30,0.8738763928413391,0.1261236071586609
2024-10-31,0.04425135627388954,0.9557486437261105
